imagen,brightness
closed_eye_0002.jpg_face_2.jpg,119.98
closed_eye_0003.jpg_face_2.jpg,169.27
closed_eye_0007.jpg_face_1.jpg,148.54
closed_eye_0013.BMP_face_1.jpg,99.35
closed_eye_0015.jpg_face_1.jpg,136.84
closed_eye_0019.jpg_face_1.jpg,133.34
closed_eye_0030.jpg_face_2.jpg,121.9
closed_eye_0032.jpg_face_1.jpg,156.12
closed_eye_0033.jpg_face_2.jpg,115.72
closed_eye_0053.jpg_face_3.jpg,148.09
closed_eye_0059.jpg_face_2.jpg,100.29
closed_eye_0060.jpg_face_1.jpg,95.93
closed_eye_0068.jpg_face_1.jpg,105.92
closed_eye_0077.jpg_face_1.jpg,121.12
closed_eye_0086.jpg_face_2.jpg,78.78
closed_eye_0091.jpg_face_1.jpg,151.25
closed_eye_0093.jpg_face_1.jpg,143.42
closed_eye_0095.jpg_face_1.jpg,146.32
closed_eye_0097.jpg_face_4.jpg,113.3
closed_eye_0105.jpg_face_2.jpg,84.8
closed_eye_0139.jpg_face_1.jpg,124.85
closed_eye_0142.jpg_face_1.jpg,137.34
closed_eye_0151.jpg_face_1.jpg,81.41
closed_eye_0151.jpg_face_2.jpg,92.78
closed_eye_0161.jpg_face_1.jpg,77.19
closed_eye_0162.jpg_face_1.jpg,170.15
closed_eye_0165.jpg_face_2.jpg,127.18
closed_eye_0168.jpg_face_1.jpg,78.44
closed_eye_0171.jpg_face_1.jpg,153.91
closed_eye_0178.jpg_face_1.jpg,104.22
closed_eye_0183.jpg_face_1.jpg,77.55
closed_eye_0185.jpg_face_1.jpg,115.38
closed_eye_0186.jpg_face_1.jpg,107.53
closed_eye_0189.jpg_face_1.jpg,141.99
closed_eye_0191.jpg_face_1.jpg,126.77
closed_eye_0192.jpg_face_1.jpg,93.25
closed_eye_0195.jpg_face_1.jpg,101.22
closed_eye_0209.jpg_face_1.jpg,187.6
closed_eye_0212.jpg_face_1.jpg,155.06
closed_eye_0228.jpg_face_2.jpg,140.97
closed_eye_0238.jpg_face_2.jpg,123.63
closed_eye_0241.jpg_face_1.jpg,128.73
closed_eye_0243.jpg_face_1.jpg,126.69
closed_eye_0243.jpg_face_2.jpg,128.68
closed_eye_0248.jpg_face_1.jpg,117.03
closed_eye_0249.JPG_face_1.jpg,129.78
closed_eye_0251.jpg_face_1.jpg,132.4
closed_eye_0260.jpg_face_1.jpg,204.54
closed_eye_0261.jpg_face_1.jpg,170.59
closed_eye_0271.jpg_face_1.jpg,201.49
closed_eye_0272.jpg_face_1.jpg,196.83
closed_eye_0276.jpg_face_2.jpg,106.68
closed_eye_0282.jpg_face_1.jpg,170.02
closed_eye_0296.jpg_face_3.jpg,154.24
closed_eye_0312.jpg_face_2.jpg,136.67
closed_eye_0334.BMP_face_1.jpg,143.22
closed_eye_0335.jpg_face_1.jpg,166.91
closed_eye_0341.jpg_face_2.jpg,123.9
closed_eye_0342.jpg_face_2.jpg,144.04
closed_eye_0344.jpg_face_2.jpg,81.69
closed_eye_0346.jpg_face_1.jpg,157.84
closed_eye_0353.jpg_face_1.jpg,104.3
closed_eye_0360.jpg_face_1.jpg,80.64
closed_eye_0361.jpg_face_3.jpg,145.3
closed_eye_0365.jpg_face_2.jpg,93.12
closed_eye_0372.jpg_face_5.jpg,129.3
closed_eye_0382.jpg_face_1.jpg,126.79
closed_eye_0386.jpg_face_1.jpg,117.06
closed_eye_0402.jpg_face_1.jpg,149.4
closed_eye_0406.jpg_face_1.jpg,145.78
closed_eye_0411.jpg_face_1.jpg,163.7
closed_eye_0421.jpg_face_1.jpg,161.47
closed_eye_0423.jpg_face_1.jpg,173.54
closed_eye_0424.jpg_face_1.jpg,120.78
closed_eye_0427.jpg_face_1.jpg,140.06
closed_eye_0441.jpg_face_1.jpg,138.43
closed_eye_0460.jpg_face_1.jpg,105.42
closed_eye_0466.jpg_face_1.jpg,169.82
closed_eye_0476.jpg_face_1.jpg,187.85
closed_eye_0481.jpg_face_1.jpg,162.93
closed_eye_0486.jpg_face_2.jpg,162.75
closed_eye_0492.jpg_face_1.jpg,67.88
closed_eye_0493.jpg_face_1.jpg,190.89
closed_eye_0501.jpg_face_2.jpg,161.78
closed_eye_0503.jpg_face_1.jpg,162.71
closed_eye_0505.jpg_face_1.jpg,56.4
closed_eye_0523.jpg_face_2.jpg,138.0
closed_eye_0539.jpg_face_1.jpg,67.68
closed_eye_0544.jpg_face_1.jpg,162.86
closed_eye_0548.jpg_face_1.jpg,102.33
closed_eye_0557.jpg_face_1.jpg,113.86
closed_eye_0559.jpg_face_1.jpg,83.45
closed_eye_0565.jpg_face_1.jpg,113.65
closed_eye_0566.jpg_face_1.jpg,90.57
closed_eye_0593.jpg_face_1.jpg,180.8
closed_eye_0597.jpg_face_2.jpg,73.59
closed_eye_0602.jpg_face_1.jpg,92.82
closed_eye_0603.jpg_face_1.jpg,95.31
closed_eye_0607.jpg_face_1.jpg,109.16
closed_eye_0619.jpg_face_1.jpg,77.58
closed_eye_0622.jpg_face_1.jpg,115.96
closed_eye_0625.jpg_face_2.jpg,149.56
closed_eye_0627.jpg_face_1.jpg,128.33
closed_eye_0639.jpg_face_2.jpg,209.47
closed_eye_0641.jpg_face_1.jpg,209.77
closed_eye_0653.jpg_face_2.jpg,185.92
closed_eye_0657.jpg_face_1.jpg,165.92
closed_eye_0658.jpg_face_2.jpg,144.13
closed_eye_0665.jpg_face_1.jpg,165.92
closed_eye_0668.jpg_face_1.jpg,124.89
closed_eye_0670.jpg_face_1.jpg,93.81
closed_eye_0675.jpg_face_1.jpg,111.89
closed_eye_0682.jpg_face_3.jpg,175.01
closed_eye_0685.jpg_face_2.jpg,120.96
closed_eye_0686.jpg_face_1.jpg,174.16
closed_eye_0690.jpg_face_1.jpg,142.17
closed_eye_0695.jpg_face_2.jpg,83.68
closed_eye_0698.jpg_face_1.jpg,127.85
closed_eye_0713.jpg_face_1.jpg,169.68
closed_eye_0717.jpg_face_4.jpg,116.39
closed_eye_0721.jpg_face_4.jpg,166.92
closed_eye_0727.jpg_face_1.jpg,134.52
closed_eye_0735.jpg_face_4.jpg,101.82
closed_eye_0745.jpg_face_2.jpg,138.34
closed_eye_0754.jpg_face_1.jpg,153.06
closed_eye_0767.jpg_face_2.jpg,137.31
closed_eye_0770.jpg_face_1.jpg,143.0
closed_eye_0773.jpg_face_2.jpg,151.39
closed_eye_0778.jpg_face_1.jpg,142.0
closed_eye_0804.jpg_face_1.jpg,179.33
closed_eye_0809.jpg_face_2.jpg,181.98
closed_eye_0811.jpg_face_2.jpg,153.36
closed_eye_0816.jpg_face_1.jpg,167.85
closed_eye_0825.jpg_face_1.jpg,104.39
closed_eye_0827.jpg_face_1.jpg,115.28
closed_eye_0836.jpg_face_1.jpg,158.04
closed_eye_0843.jpg_face_1.jpg,90.02
closed_eye_0851.jpg_face_2.jpg,109.03
closed_eye_0855.jpg_face_1.jpg,120.95
closed_eye_0860.jpg_face_1.jpg,127.89
closed_eye_0862.jpg_face_1.jpg,138.8
closed_eye_0865.jpg_face_1.jpg,138.94
closed_eye_0870.jpg_face_1.jpg,164.47
closed_eye_0873.jpg_face_1.jpg,157.36
closed_eye_0882.jpg_face_1.jpg,135.05
closed_eye_0886.jpg_face_1.jpg,115.96
closed_eye_0887.jpg_face_1.jpg,170.79
closed_eye_0888.BMP_face_1.jpg,108.42
closed_eye_0890.jpg_face_1.jpg,151.49
closed_eye_0899.jpg_face_1.jpg,101.3
closed_eye_0902.jpg_face_1.jpg,130.69
closed_eye_0903.jpg_face_1.jpg,118.32
closed_eye_0912.jpg_face_1.jpg,96.37
closed_eye_0918.jpg_face_4.jpg,97.95
closed_eye_0919.jpg_face_2.jpg,168.19
closed_eye_0919.jpg_face_3.jpg,166.04
closed_eye_0927.jpg_face_1.jpg,131.73
closed_eye_0948.jpg_face_2.jpg,98.58
closed_eye_0957.JPG_face_1.jpg,158.99
closed_eye_0985.jpg_face_1.jpg,86.79
closed_eye_1008.jpeg_face_1.jpg,133.97
closed_eye_1056.jpg_face_1.jpg,118.08
closed_eye_1073.jpg_face_2.jpg,130.21
closed_eye_1077.jpg_face_3.jpg,162.11
closed_eye_1079.jpg_face_1.jpg,191.77
closed_eye_1101.jpg_face_2.jpg,147.59
closed_eye_1113.jpg_face_3.jpg,88.0
closed_eye_1117.jpg_face_1.jpg,104.86
closed_eye_1118.jpg_face_1.jpg,120.13
closed_eye_1119.jpg_face_1.jpg,158.94
closed_eye_1120.jpg_face_1.jpg,121.49
closed_eye_1126.jpg_face_1.jpg,107.87
closed_eye_1127.jpg_face_1.jpg,143.55
closed_eye_1130.jpg_face_1.jpg,170.19
closed_eye_1139.BMP_face_1.jpg,191.84
closed_eye_1149.jpg_face_1.jpg,188.43
closed_eye_1152.jpg_face_1.jpg,193.1
closed_eye_1153.jpg_face_1.jpg,227.01
closed_eye_1181.jpg_face_1.jpg,138.82
closed_eye_1193.jpg_face_1.jpg,176.17
closed_eye_1194.jpg_face_3.jpg,191.07
closed_eye_1199.jpg_face_1.jpg,188.48
closed_eye_1205.jpg_face_2.jpg,185.07
closed_eye_1219.jpg_face_1.jpg,138.77
closed_eye_1220.jpg_face_1.jpg,156.78
closed_eye_1228.jpg_face_2.jpg,159.86
closed_eye_1232.jpg_face_2.jpg,113.63
closed_eye_1236.jpg_face_1.jpg,108.16
closed_eye_1237.jpg_face_1.jpg,163.36
closed_eye_1237.jpg_face_2.jpg,134.67
closed_eye_1240.jpg_face_2.jpg,135.63
closed_eye_1242.jpg_face_1.jpg,132.65
closed_eye_1243.jpg_face_4.jpg,127.93
closed_eye_1249.jpg_face_1.jpg,139.41
closed_eye_1253.jpg_face_1.jpg,124.44
closed_eye_1255.jpg_face_2.jpg,93.04
closed_eye_1265.jpg_face_2.jpg,107.93
closed_eye_1266.jpg_face_1.jpg,131.11
closed_eye_1269.jpg_face_1.jpg,179.81
closed_eye_1270.jpg_face_1.jpg,90.53
closed_eye_1274.jpg_face_1.jpg,85.33
closed_eye_1276.jpg_face_6.jpg,92.08
closed_eye_1278.jpg_face_3.jpg,125.19
closed_eye_1281.jpg_face_1.jpg,89.33
closed_eye_1286.jpg_face_2.jpg,124.2
closed_eye_1291.jpg_face_3.jpg,133.46
closed_eye_1295.jpg_face_2.jpg,106.11
closed_eye_1297.jpg_face_2.jpg,101.82
closed_eye_1304.jpg_face_2.jpg,130.99
closed_eye_1305.jpg_face_1.jpg,165.72
closed_eye_1312.jpg_face_2.jpg,142.11
closed_eye_1315.jpg_face_2.jpg,97.86
closed_eye_1318.jpg_face_2.jpg,139.81
closed_eye_1319.jpg_face_1.jpg,107.72
closed_eye_1324.jpg_face_1.jpg,78.86
closed_eye_1327.jpg_face_1.jpg,94.02
closed_eye_1333.jpg_face_10.jpg,105.58
closed_eye_1336.jpg_face_2.jpg,107.95
closed_eye_1338.jpg_face_1.jpg,122.05
closed_eye_1343.jpg_face_1.jpg,67.06
closed_eye_1344.jpg_face_1.jpg,77.08
closed_eye_1346.jpg_face_3.jpg,145.96
closed_eye_1353.jpg_face_1.jpg,119.26
closed_eye_1360.jpg_face_1.jpg,171.46
closed_eye_1362.BMP_face_3.jpg,108.39
closed_eye_1363.jpg_face_1.jpg,124.84
closed_eye_1365.jpg_face_1.jpg,144.64
closed_eye_1368.jpg_face_1.jpg,151.45
closed_eye_1369.BMP_face_1.jpg,98.95
closed_eye_1376.jpg_face_2.jpg,220.13
closed_eye_1382.jpg_face_2.jpg,148.43
closed_eye_1386.jpg_face_2.jpg,125.08
closed_eye_1387.BMP_face_1.jpg,79.71
closed_eye_1388.jpg_face_2.jpg,118.14
closed_eye_1393.jpg_face_1.jpg,141.66
closed_eye_1394.jpg_face_1.jpg,148.59
closed_eye_1394.jpg_face_3.jpg,114.85
closed_eye_1395.BMP_face_1.jpg,156.72
closed_eye_1396.jpg_face_1.jpg,77.88
closed_eye_1411.jpg_face_1.jpg,104.5
closed_eye_1426.jpg_face_1.jpg,132.64
closed_eye_1427.jpg_face_2.jpg,75.79
closed_eye_1431.jpg_face_2.jpg,153.12
closed_eye_1434.jpg_face_1.jpg,156.01
closed_eye_1435.png_face_1.jpg,82.48
closed_eye_1445.jpg_face_1.jpg,64.3
closed_eye_1462.jpg_face_2.jpg,139.99
closed_eye_1463.jpg_face_1.jpg,91.95
closed_eye_1465.jpg_face_1.jpg,136.69
closed_eye_1467.jpg_face_1.jpg,69.25
closed_eye_1479.jpg_face_1.jpg,73.68
closed_eye_1480.jpg_face_4.jpg,70.31
closed_eye_1488.jpg_face_1.jpg,169.44
closed_eye_1489.jpg_face_2.jpg,115.08
closed_eye_1490.jpg_face_1.jpg,124.72
closed_eye_1493.jpg_face_1.jpg,53.14
closed_eye_1496.jpg_face_1.jpg,146.97
closed_eye_1497.jpg_face_1.jpg,125.73
closed_eye_1497.jpg_face_3.jpg,143.26
closed_eye_1502.jpg_face_1.jpg,87.96
closed_eye_1502.jpg_face_2.jpg,119.1
closed_eye_1508.jpg_face_2.jpg,98.37
closed_eye_1508.jpg_face_3.jpg,71.01
closed_eye_1509.jpg_face_6.jpg,95.45
closed_eye_1512.jpg_face_1.jpg,164.32
closed_eye_1531.jpg_face_1.jpg,132.24
closed_eye_1533.jpg_face_2.jpg,151.01
closed_eye_1543.jpg_face_1.jpg,199.03
closed_eye_1550.BMP_face_2.jpg,105.34
closed_eye_1558.jpg_face_1.jpg,62.94
closed_eye_1560.jpg_face_1.jpg,111.24
closed_eye_1561.jpg_face_1.jpg,176.65
closed_eye_1567.jpg_face_1.jpg,81.61
closed_eye_1579.BMP_face_1.jpg,145.7
closed_eye_1581.jpg_face_1.jpg,130.7
closed_eye_1589.jpg_face_1.jpg,146.13
closed_eye_1594.jpg_face_1.jpg,145.24
