imagen,brightness,detectado,EAR
closed_eye_0002.jpg_face_2.jpg,40,1,0.07431
closed_eye_0003.jpg_face_2.jpg,40,1,0.08543
closed_eye_0007.jpg_face_1.jpg,40,1,0.023524
closed_eye_0013.BMP_face_1.jpg,40,1,0.073886
closed_eye_0015.jpg_face_1.jpg,40,1,0.063132
closed_eye_0019.jpg_face_1.jpg,40,1,0.059347
closed_eye_0030.jpg_face_2.jpg,40,1,0.06243
closed_eye_0032.jpg_face_1.jpg,40,1,0.031308
closed_eye_0033.jpg_face_2.jpg,40,1,0.115627
closed_eye_0053.jpg_face_3.jpg,40,1,0.094047
closed_eye_0059.jpg_face_2.jpg,40,1,0.097539
closed_eye_0060.jpg_face_1.jpg,40,1,0.04361
closed_eye_0068.jpg_face_1.jpg,40,1,0.058163
closed_eye_0077.jpg_face_1.jpg,40,1,0.05214
closed_eye_0086.jpg_face_2.jpg,40,1,0.065491
closed_eye_0091.jpg_face_1.jpg,40,1,0.05687
closed_eye_0093.jpg_face_1.jpg,40,1,0.103181
closed_eye_0095.jpg_face_1.jpg,40,1,0.056681
closed_eye_0097.jpg_face_4.jpg,40,1,0.052199
closed_eye_0105.jpg_face_2.jpg,40,1,0.086736
closed_eye_0139.jpg_face_1.jpg,40,1,0.055305
closed_eye_0142.jpg_face_1.jpg,40,1,0.053
closed_eye_0151.jpg_face_1.jpg,40,1,0.057699
closed_eye_0151.jpg_face_2.jpg,40,1,0.029697
closed_eye_0161.jpg_face_1.jpg,40,1,0.07738
closed_eye_0162.jpg_face_1.jpg,40,1,0.04524
closed_eye_0165.jpg_face_2.jpg,40,1,0.104143
closed_eye_0168.jpg_face_1.jpg,40,1,0.068564
closed_eye_0171.jpg_face_1.jpg,40,1,0.048746
closed_eye_0178.jpg_face_1.jpg,40,1,0.136338
closed_eye_0183.jpg_face_1.jpg,40,1,0.034267
closed_eye_0185.jpg_face_1.jpg,40,1,0.0235
closed_eye_0186.jpg_face_1.jpg,40,0,
closed_eye_0189.jpg_face_1.jpg,40,1,0.147838
closed_eye_0191.jpg_face_1.jpg,40,1,0.120326
closed_eye_0192.jpg_face_1.jpg,40,1,0.079242
closed_eye_0195.jpg_face_1.jpg,40,1,0.080957
closed_eye_0209.jpg_face_1.jpg,40,1,0.066334
closed_eye_0212.jpg_face_1.jpg,40,1,0.048664
closed_eye_0228.jpg_face_2.jpg,40,1,0.109069
closed_eye_0238.jpg_face_2.jpg,40,1,0.074259
closed_eye_0241.jpg_face_1.jpg,40,1,0.081976
closed_eye_0243.jpg_face_1.jpg,40,1,0.088585
closed_eye_0243.jpg_face_2.jpg,40,1,0.111878
closed_eye_0248.jpg_face_1.jpg,40,1,0.082459
closed_eye_0249.JPG_face_1.jpg,40,0,
closed_eye_0251.jpg_face_1.jpg,40,1,0.087618
closed_eye_0260.jpg_face_1.jpg,40,1,0.051181
closed_eye_0261.jpg_face_1.jpg,40,1,0.043343
closed_eye_0271.jpg_face_1.jpg,40,1,0.075468
closed_eye_0272.jpg_face_1.jpg,40,1,0.064161
closed_eye_0276.jpg_face_2.jpg,40,0,
closed_eye_0282.jpg_face_1.jpg,40,1,0.095473
closed_eye_0296.jpg_face_3.jpg,40,1,0.078242
closed_eye_0312.jpg_face_2.jpg,40,1,0.068793
closed_eye_0334.BMP_face_1.jpg,40,1,0.092258
closed_eye_0335.jpg_face_1.jpg,40,1,0.145713
closed_eye_0341.jpg_face_2.jpg,40,1,0.174897
closed_eye_0342.jpg_face_2.jpg,40,1,0.063199
closed_eye_0344.jpg_face_2.jpg,40,1,0.127227
closed_eye_0346.jpg_face_1.jpg,40,1,0.089313
closed_eye_0353.jpg_face_1.jpg,40,1,0.06794
closed_eye_0360.jpg_face_1.jpg,40,1,0.089326
closed_eye_0361.jpg_face_3.jpg,40,1,0.061542
closed_eye_0365.jpg_face_2.jpg,40,1,0.077028
closed_eye_0372.jpg_face_5.jpg,40,1,0.027382
closed_eye_0382.jpg_face_1.jpg,40,1,0.028224
closed_eye_0386.jpg_face_1.jpg,40,1,0.158483
closed_eye_0402.jpg_face_1.jpg,40,1,0.079716
closed_eye_0406.jpg_face_1.jpg,40,1,0.056312
closed_eye_0411.jpg_face_1.jpg,40,1,0.066377
closed_eye_0421.jpg_face_1.jpg,40,1,0.111724
closed_eye_0423.jpg_face_1.jpg,40,1,0.031395
closed_eye_0424.jpg_face_1.jpg,40,1,0.063749
closed_eye_0427.jpg_face_1.jpg,40,1,0.0321
closed_eye_0441.jpg_face_1.jpg,40,1,0.055483
closed_eye_0460.jpg_face_1.jpg,40,1,0.183758
closed_eye_0466.jpg_face_1.jpg,40,1,0.023727
closed_eye_0476.jpg_face_1.jpg,40,1,0.090369
closed_eye_0481.jpg_face_1.jpg,40,1,0.140692
closed_eye_0486.jpg_face_2.jpg,40,1,0.095042
closed_eye_0492.jpg_face_1.jpg,40,1,0.097925
closed_eye_0493.jpg_face_1.jpg,40,1,0.107021
